,Profile,Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Position,Instagram,Twitter
210,Profile,Eunseo,Son Juyeon,손주연,은서,1998-05-27,Cosmic Girls,South Korea,,167,0,Incheon,WJSN The Black,,F,,_eunseo_v,
211,Profile,Yeoreum,Lee Jinsook,이진숙,여름,1999-01-10,Cosmic Girls,South Korea,,161,0,Seoul,WJSN Chocome,,F,,,
212,Profile,Seola,Kim Hyunjung,김현정,설아,1994-12-24,Cosmic Girls,South Korea,,165,0,Seoul,"WJMK, WJSN The Black",,F,,seola_s,
213,Profile,Exy,Chu Sojung,추소정,엑시,1995-11-06,Cosmic Girls,South Korea,,166,0,Busan,WJSN The Black,,F,Leader,exy_s2,
214,Profile,Soobin,Park Soobin,박수빈,수빈,1996-09-14,Cosmic Girls,South Korea,,159,0,Seoul,WJSN Chocome,,F,,,
215,Profile,Luda,Lee Luda,이루다,루다,1997-03-06,Cosmic Girls,South Korea,,157,0,Seoul,"WJSN Chocome, WJMK",,F,,,
216,Profile,Dawon,Nam Dawon,남다원,다원,1997-03-16,Cosmic Girls,South Korea,,167,0,Seoul,,,F,,,
217,Profile,Meiqi,Meng Meiqi,멍메이치,미기,1998-10-15,Cosmic Girls,China,,164,0,Luoyang,,,F,,,
218,Profile,Yeonjung,Yu Yeonjung,유연정,연정,1999-08-03,Cosmic Girls,South Korea,,167,52,Gwangmyeong,,I.O.I,F,,uyj_s,
219,,Geummi,Baek Boram,백보람,금미,1988-06-18,Crayon Pop,South Korea,,165,0,Seoul,,,F,Leader,g.mi,
220,,Ellin,Kim Minyoung,김민영,엘린,1990-04-02,Crayon Pop,South Korea,,165,44,Daegu,,,F,,hiellin,
221,,Choa,Heo Minjin,허민진,초아,1990-07-12,Crayon Pop,South Korea,,161,0,Seoul,,,F,,,
222,,Way,Heo Minsun,허민선,웨이,1990-07-12,Crayon Pop,South Korea,,161,0,Seoul,,,F,,baysunny,
223,,Soyul,Park Hyekyeong,박혜경,소율,1991-05-15,Crayon Pop,South Korea,,160,0,Seoul,,,F,,,
224,,Hanna,Shin Jiyeon,신지연,한나,1994-02-19,MIXX,South Korea,,170,48,,,,F,Leader,,
225,,Henny,Kang Gayoung,강가영,헤니,1994-12-01,,South Korea,,168,50,,,MIXX,F,,,
226,,Arie,Jeon Minjae,전민재,아리,2000-04-07,MIXX,South Korea,,163,45,,,,F,,,
227,,Liyah,Moon Liya,문리야,리야,2000-05-11,MIXX,South Korea,,175,52,,,,F,,,
228,Profile,Jiu,Kim Minji,김민지,지유,1994-05-17,Dreamcatcher,South Korea,,167,0,Daejeon,,Minx,F,Leader,,
229,Profile,Sua,Kim Bora,김보라,수아,1994-08-10,Dreamcatcher,South Korea,,164,0,Changwon,,Minx,F,,,
230,Profile,Siyeon,Lee Siyeon,이시연,시연,1995-10-01,Dreamcatcher,South Korea,,170,0,Daegu,,Minx,F,,,
231,Profile,Yoohyeon,Kim Yoohyeon,김유현,유현,1997-01-07,Dreamcatcher,South Korea,,171,0,Incheon,,Minx,F,,,
232,Profile,Dami,Lee Yoobin,이유빈,다미,1997-03-07,Dreamcatcher,South Korea,,163,0,Seoul,,Minx,F,,,
233,Profile,Hyebin,Lee Hyebin,이혜빈,혜빈,1996-01-12,MOMOLAND,South Korea,,165,44,Andong,,,F,,,
234,Profile,Yeonwoo,Lee Dabin,이다빈,연우,1996-08-01,,South Korea,,170,49,Seoul,,MOMOLAND,F,,,
235,Profile,Jane,Sung Jiyeon,성지연,제인,1997-12-20,MOMOLAND,South Korea,,167,46,Changwon,,,F,,,
236,Profile,Nayun,Kim Nayun,김나윤,나윤,1998-07-31,MOMOLAND,South Korea,,167,48,Seoul,,,F,,,
237,Profile,Joo E,Lee Joowon,이주원,주이,1999-08-18,MOMOLAND,South Korea,,164,45,Bucheon,,,F,,,
238,Profile,AhIn,Lee Ahin,이아인,아인,1999-09-27,MOMOLAND,South Korea,,160,44,Wonju,,,F,,,
239,Profile,Nancy,Nancy Mcdonie,낸시 맥다니,낸시,2000-04-13,MOMOLAND,South Korea,USA,162,45,Daegu,,,F,,,
240,Profile,Sumin,Ji Sumin,지수민,수민,1994-03-03,Sonamoo,South Korea,,168,0,Yongin,,,F,Leader,,SONAMOO_SuMin
241,Profile,Minjae,Seong Minjae,성민재,민재,1994-12-18,Sonamoo,South Korea,,165,0,Busan,,,F,Lead Vocalist,,SONAMOO_MinJae
242,Profile,D.ana,Cho Eunae,조은애,디애나,1995-09-10,Sonamoo,South Korea,,170,0,Seoul,,,F,Rapper,,SONAMOO_Dana
243,Profile,Nahyun,Kim Nahyun,김나현,나현,1995-12-09,Sonamoo,South Korea,,170,0,Seoul,,,F,,,SONAMOO_Nahyun
244,Profile,Euijin,Hong Euijin,홍의진,의진,1996-10-08,Sonamoo,South Korea,,168,0,Gwangju,UNI.T,,F,,,SONAMOO_EuiJin
245,Profile,High.D,Kim Dohee,김도희,하이디,1996-12-21,Sonamoo,South Korea,,165,0,Suwon,,,F,Main Vocalist,,SONAMOO_HighD
246,Profile,New Sun,Choi Yoonsun,최윤선,뉴썬,1997-06-19,Sonamoo,South Korea,,172,0,,,,F,Rapper,,SONAMOO_NewSun
247,,T.O.P,Choi Seunghyun,최승현,탑,1987-11-04,BIGBANG,South Korea,,180,65,Seoul,GD&TOP,,M,,,
248,,Taeyang,Dong Youngbae,동영배,태양,1988-05-18,BIGBANG,South Korea,,174,56,Uljeongbu,,,M,,,
249,,G-Dragon,Kwon Jiyong,권지용,지드래곤,1988-08-18,BIGBANG,South Korea,,177,58,Seoul,GD&TOP,,M,,,
250,,Daesung,Daesung,강대성,대성,1989-04-26,BIGBANG,South Korea,,178,63,Incheon,,,M,,,
251,,Seungri,Lee Seunghyun,이승현,승리,1990-12-12,BIGBANG,South Korea,,176,60,Gwangju,,,M,,,
252,,Leeteuk,Park Jeongsu,박정수,이특,1983-07-01,Super Junior,South Korea,,179,59,Seoul,,,M,,,
253,,Heechul,Kim Heechul,김희철,희철,1983-07-10,Super Junior,South Korea,,179,60,Hoengseong,,,M,,,
254,,Yesung,Kim Jongwoon,김종운,예성,1984-08-24,Super Junior,South Korea,,178,64,Seoul,,,M,,,
255,,Kangin,Kim Youngwoon,김영운,강인,1985-01-17,,South Korea,,178,70,Seoul,,Super Junior,M,,,
256,,Sungmin,Lee Sungmin,이성민,성민,1986-01-01,Super Junior,South Korea,,175,57,Gyeonggi,Super Junior-M,,M,,,
257,,Shindong,Shin Donghee,신동희,신동,1985-09-28,Super Junior,South Korea,,178,90,Mungyeong,,,M,,,
258,,Eunhyuk,Lee Hyukjae,이혁재,은혁,1986-04-04,Super Junior,South Korea,,176,58,Ilsan,Super Junior-M,,M,,,
259,,Siwon,Choi Siwon,최시원,시원,1986-04-07,Super Junior,South Korea,,185,65,Seoul,Super Junior-M,,M,,,
260,,Donghae,Lee Donghae,이동해,동해,1986-10-15,Super Junior,South Korea,,176,60,Mokpo,Super Junior-M,,M,,,
261,,Ryeowook,Kim Ryeowook,김려욱,려욱,1987-06-21,Super Junior,South Korea,,175,58,Incheon,Super Junior-M,,M,,,
262,,Kyuhyun,Cho Kyuhyun,조규현,규현,1988-02-03,Super Junior,South Korea,,180,68,Seoul,Super Junior-M,,M,,,
263,,Han Geng,Han Geng,한경,한경,1984-02-09,,China,,181,66,Mudanjiang,,Super Junior,M,,,
264,,Kibum,Kim Kibum,김기범,기범,1987-08-21,,South Korea,,179,58,Seoul,,Super Junior,M,,,
265,,Zhou Mi,Zhou Mi,조미,조미,1986-04-19,Super Junior-M,China,,184,64,Wuhan,,,M,,,
266,,Henry,Henry Lau,헨리 라우,헨리,1989-10-11,Super Junior-M,Canada,"Hong Kong, Taiwan",176,63,Toronto,,,M,,,
267,,Onew,Lee Jinki,이진기,온유,1989-12-14,SHINee,South Korea,,177,61,Gwangmyeong,,,M,,,
268,,Jonghyun†,Kim Jonghyun,김종현,종현,1990-04-08,,South Korea,,173,56,Seoul,,SHINee,M,,,
269,,Key,Kim Kibum,김기범,키,1991-09-23,SHINee,South Korea,,179,59,Daegu,Toheart,,M,,,
270,,Minho,Choi Minho,최민호,민호,1991-12-09,SHINee,South Korea,,181,60,Incheon,,,M,,,
271,,Taemin,Lee Taemin,이태민,태민,1993-07-18,SHINee,South Korea,,177,53,Seoul,SuperM,,M,,,
272,,Xiumin,Kim Minseok,김민석,시우민,1990-03-26,EXO,South Korea,,173,65,Guri,EXO-CBX,,M,,,
273,,Suho,Kim Junmyeon,김준면,수호,1991-05-22,EXO,South Korea,,173,65,Seoul,,,M,,,
274,,Lay,Zhang Yixing,장이씽,레이,1991-10-07,EXO,China,,177,60,Changsa,,,M,,,
275,,Baekhyun,Byun Baekhyun,변백현,백현,1992-05-06,EXO,South Korea,,174,58,Wonmi,"EXO-CBX, SuperM",,M,,,
276,,Chen,Kim Jongdae,김종대,첸,1992-09-21,EXO,South Korea,,173,64,Silheung,EXO-CBX,,M,,,
277,,Chanyeol,Park Chanyeol,박찬열,찬열,1992-11-27,EXO,South Korea,,185,70,Seoul,,,M,,,
278,,D.O.,Do Kyungsoo,도경수,디오,1993-01-12,EXO,South Korea,,173,60,Gyeonggi,,,M,,,
279,,Kai,Kim Jongin,김종인,카이,1994-01-14,EXO,South Korea,,182,65,Suncheon,SuperM,,M,,,
280,,Sehun,Oh Sehun,오세훈,세훈,1994-04-12,EXO,South Korea,,181,63,Seoul,,,M,,,
281,,Luhan,Lu Han,루한,루한,1990-04-20,,China,,178,62,Haidian,,EXO,M,,,
282,,Kris,Wu Yifan,오역범,크리스,1990-11-06,,Canada,China,187,73,Guangzhou,,EXO,M,,,
283,,Tao,Hwang Zitao,황자도,타오,1993-05-02,,China,,183,70,Qingdao,,EXO,M,,,
284,Profile,Jinyoung,Jung Jinyoung,정진영,진영,1991-11-18,,South Korea,,178,58,Chungju,,B1A4,M,,,
285,Profile,CNU,Shin Dongwoo,신동우,신우,1991-06-16,B1A4,South Korea,,182,64,Seoul,,,M,,,
286,Profile,Sandeul,Lee Junghwan,이정환,산들,1992-03-20,B1A4,South Korea,,178,62,Busan,,,M,,,
287,Profile,Baro,Cha Sunwoo,차선우,바로,1992-09-05,,South Korea,,178,63,Gwangju,,B1A4,M,,,
288,Profile,Gongchan,Gong Chansik,공찬식,공찬,1993-08-14,B1A4,South Korea,,181,60,Suncheon,,,M,,,
289,Profile,Yongguk,Bang Yongguk,방용국,용국,1990-03-31,B.A.P,South Korea,,182,60,Incheon,,,M,,,
290,Profile,Himchan,Kim Himchan,김힘찬,힘찬,1990-04-19,B.A.P,South Korea,,180,69,Seoul,,,M,,,
291,Profile,Daehyun,Jung Daehyun,정대현,대현,1993-06-28,B.A.P,South Korea,,177,63,Busan,,,M,,,
292,Profile,Youngjae,Yoo Youngjae,유영재,영재,1994-01-24,B.A.P,South Korea,,178,65,Seoul,,,M,,,
293,Profile,Jongup,Moon Jongup,문종업,종업,1995-02-06,B.A.P,South Korea,,176,66,Seoul,,,M,,,
294,Profile,Zelo,Choi Junhong,최준홍,젤로,1996-10-15,B.A.P,South Korea,,182,63,Mokpo,,,M,,,
295,Profile,Zico,Woo Jiho,우지호,지코,1992-09-14,Block B,South Korea,,182,65,Seoul,,,M,,,
296,Profile,Taeil,Lee Taeil,이태일,태일,1990-09-24,Block B,South Korea,,167,57,Seoul,,,M,,,
297,Profile,B-Bomb,Lee Minhyuk,이민혁,비범,1990-12-14,Block B,South Korea,,178,60,Seoul,Bastarz,,M,,,
298,Profile,Jaehyo,Ahn Jaehyo,안재효,재효,1990-12-23,Block B,South Korea,,182,60,Busan,,,M,,,
299,Profile,U-Kwon,Kim Yukwon,김유권,유권,1992-04-09,Block B,South Korea,,176,63,Suwon,Bastarz,,M,,,
300,Profile,Park Kyung,Park Kyung,박경,박경,1992-07-08,Block B,South Korea,,176,56,Seoul,,,M,,,
301,Profile,P.O,Pyo Jihoon,표지훈,피오,1993-02-02,Block B,South Korea,,181,64,Seoul,Bastarz,,M,,,
302,,Doojoon,Yoon Doojoon,윤두준,두준,1989-07-04,Highlight,South Korea,,177,66,Goyang,,Beast,M,Leader,,
303,,Junhyung,Yong Junyung,용준형,준형,1989-12-19,Highlight,South Korea,,178,64,Seoul,,Beast,M,,,
304,,Yoseob,Yang Yoseob,양요섭,요섭,1990-01-05,Highlight,South Korea,,171,56,Seoul,,Beast,M,,,
305,,Gikwang,Lee Gikwang,이기광,기광,1990-03-30,Highlight,South Korea,,171,58,Gwangju,,Beast,M,,,
306,,Dongwoon,Son Dongwoon,손동운,동운,1991-06-06,Highlight,South Korea,,181,64,Busan,,Beast,M,,,
307,,Hyunseung,Jang Hyunseung,장현승,현승,1989-09-03,,South Korea,,177,58,Suncheon,Troublemaker,Beast,M,,,
308,Profile,Jin,Kim Seokjin,김석진,진,1992-12-04,BTS,South Korea,,179,63,Gwacheon,,,M,,,
309,Profile,Suga,Min Yoongi,민윤기,슈가,1993-03-09,BTS,South Korea,,176,59,Daegu,,,M,,,
310,Profile,J-Hope,Jung Hoseok,정호석,제이홉,1994-02-18,BTS,South Korea,,177,65,Gwangju,,,M,,,
311,Profile,RM,Kim Namjoon,김남준,알엠,1994-09-12,BTS,South Korea,,181,67,Ilsan,,,M,Leader,,
312,Profile,Jimin,Park Jimin,박지민,지민,1995-10-13,BTS,South Korea,,175,61,Busan,,,M,,,
313,Profile,V,Kim Taehyung,김태형,뷔,1995-12-30,BTS,South Korea,,179,62,Daegu,,,M,,,
314,Profile,Jungkook,Jeon Jungkook,전정국,정국,1997-09-01,BTS,South Korea,,178,66,Busan,,,M,,,
315,,Sungkyu,Kim Sungkyu,김성규,성규,1989-04-28,Infinite,South Korea,,178,62,Jeonju,,,M,Leader,,
316,,Dongwoo,Jang Dongwoo,장동우,동우,1990-11-22,Infinite,South Korea,,171,58,Guri,Infinite H,,M,,,
317,,Woohyun,Nam Woohyun,남우현,우현,1991-02-08,Infinite,South Korea,,176,52,Seoul,Toheart,,M,,,
318,,Hoya,Lee Howon,이호원,호야,1991-03-28,,South Korea,,178,60,Busan,Infinite H,Infinite,M,,,
319,,Sungyeol,Lee Sungyeol,이성열,성열,1991-08-27,Infinite,South Korea,,183,59,Yongin,Infinite F,,M,,,
320,,L,Kim Myungsoo,김명수,엘,1992-03-13,Infinite,South Korea,,180,60,Seoul,Infinite F,,M,,,
321,,Sungjong,Lee Sungjong,이성종,성종,1993-09-03,Infinite,South Korea,,177,54,Gwangju,Infinite F,,M,,,
322,Profile,N,Cha Hakyeon,차학연,엔,1990-06-30,VIXX,South Korea,,180,65,Changwon,Big Byung,,M,,,
323,Profile,Leo,Jung Taekwon,정택운,레오,1990-11-10,VIXX,South Korea,,183,63,Seoul,VIXX LR,,M,,,
324,Profile,Ken,Lee Jaehwan,이재환,켄,1992-04-06,VIXX,South Korea,,180,65,Seoul,,,M,,,
325,Profile,Ravi,Kim Wonsik,김원식,라비,1993-02-15,VIXX,South Korea,,183,65,Seoul,VIXX LR,,M,,,
326,Profile,Hongbin,Lee Hongbin,이홍빈,홍빈,1993-09-29,VIXX,South Korea,,181,62,Seoul,,,M,,,
327,Profile,Hyuk,Han Sanghyuk,한상혁,혁,1995-07-05,VIXX,South Korea,,181,62,Daejeon,Big Byung,,M,,,
328,,Jun. K,Kim Minjun,김민준,준케이,1988-01-15,2PM,South Korea,,180,68,Daegu,,,M,,,
329,,Nichkhun,Nichkhun Horvejkul,닛차쿤 허라웻차꾼,닉쿤,1988-06-24,2PM,Thailand,USA,180,64,California,,,M,,,
330,,Taecyeon,Ok Taecyeon,옥택연,택연,1988-12-27,2PM,South Korea,,185,76,Busan,,,M,,,
331,,Wooyoung,Jang Wooyoung,장우영,우영,1989-04-30,2PM,South Korea,,178,65,Busan,,,M,,,
332,,Junho,Lee Junho,이준호,준호,1990-01-25,2PM,South Korea,,178,67,Ilsan,,,M,,,
333,,Chansung,Hwang Chansung,황찬성,찬성,1990-02-11,2PM,South Korea,,184,75,Seoul,,,M,,,
334,,Jeongkyun,Jeong Jeongkyun,정정균,정균,1987-11-27,,South Korea,,180,60,,,"N-Train, Bigflo",M,,,
335,,Ron,Cheon Byeonghwa,천병화,론,1991-01-22,Bigflo,South Korea,,183,62,,,,M,,,
336,,Yoosung,Jeong Yoosung,정유성,유성,1992-10-08,,South Korea,,175,52,,,Bigflo,M,,,
337,,Z-UK,Jeong Jaewook,정재욱,지욱,1993-01-27,,South Korea,,174,62,,,Bigflo,M,,,
338,,HighTop,Lim Hyeontae,임현태,하이탑,1994-03-19,Bigflo,South Korea,,178,60,,,,M,,,
339,,Kichun,Hwang Kichun,황기천,기천,1992-03-14,,South Korea,,179,63,,,Bigflo,M,,,
340,,Eunkwang,Seo Eunkwang,서은광,은광,1990-11-22,BtoB,South Korea,,173,62,Yongin,,,M,,,
341,,Minhyuk,Lee Minhyuk,이민혁,민혁,1990-11-29,BtoB,South Korea,,173,61,Seoul,,,M,,,
342,,Changsub,Lee Changsub,이창섭,창섭,1991-02-26,BtoB,South Korea,,177,64,Suwon,,,M,,,
343,,Hyunsik,Lim Hyunsik,임현식,현식,1992-03-07,BtoB,South Korea,,177,66,Ilsan,,,M,,,
344,,Peniel,Shin Donggeun,신동근,프니엘,1993-03-10,BtoB,South Korea,USA,175,63,Chicago,,,M,,,
345,,Ilhoon,Jung Ilhoon,정일훈,일훈,1994-10-04,BtoB,South Korea,,176,64,Seoul,,,M,,,
346,,Sungjae,Yook Sungjae,육성재,성재,1995-05-02,BtoB,South Korea,,180,68,Yongin,Big Byung,,M,,,
347,Profile,S.Coups,Choi Seungcheol,최승철,에스.쿱스,1995-08-08,Seventeen,South Korea,,177,63,Daegu,,,M,,,
348,Profile,Wonwoo,Jeon Wonwoo,전원우,원우,1996-07-17,Seventeen,South Korea,,180,57,Changwon,,,M,,,
349,Profile,Mingyu,Kim Mingyu,김민규,민규,1997-04-06,Seventeen,South Korea,,185,65,Anyang,,,M,,,
350,Profile,Vernon,Choi Hansol,최한솔,버논,1998-02-18,Seventeen,USA,South Korea,176,56,New York,,,M,,,
351,Profile,Woozi,Lee Jihoon,이지훈,우지,1996-11-22,Seventeen,South Korea,,165,54,Busan,,,M,,,
352,Profile,Jeonghan,Yoon Jeonghan,윤정한,정한,1995-10-04,Seventeen,South Korea,,175,54,Seoul,,,M,,,
353,Profile,Joshua,Hong Jisoo,홍지수,조슈아,1995-12-30,Seventeen,USA,South Korea,176,63,Los Angeles,,,M,,,
354,Profile,DK,Lee Seongmin,이석민,도겸,1997-02-18,Seventeen,South Korea,,178,68,Yongin,,,M,,,
355,Profile,Seungkwan,Boo Seungkwan,부승관,승관,1998-01-16,Seventeen,South Korea,,172,58,Jeju,,,M,,,
356,Profile,Hoshi,Kwon Soonyoung,권순영,호시,1996-06-15,Seventeen,South Korea,,178,63,Namyangju,,,M,,,
357,Profile,Jun,Weng Junhui,원쥔훼이,준,1996-06-10,Seventeen,China,,180,63,Shenzen,,,M,,,
358,Profile,The8,Xu Minghao,쉬밍하오,디에잇,1997-11-07,Seventeen,China,,175,53,Anshan,,,M,,,
359,Profile,Dino,Lee Chan,이찬,디노,1999-02-11,Seventeen,South Korea,,167,54,Iksan,,,M,,,
360,,Kyungil,Song Kyungil,송경일,경일,1987-11-28,HISTORY,South Korea,,183,72,,,,M,,,
361,,Dokyun,Na Dokyun,나도균,도균,1991-02-11,HISTORY,South Korea,,184,65,Daejeon,,,M,,,
362,,Sihyoung,Kim Sihyoung,김시형,시형,1992-05-15,HISTORY,South Korea,,182,63,Busan,,,M,,,
363,,Jaeho,Kim Jaeho,김재호,재호,1992-09-17,HISTORY,South Korea,,174,58,,,,M,,,
364,,Yijeong,Jang Yijeong,장이정,이정,1993-09-10,HISTORY,South Korea,,173,58,Jinju,,,M,,,
365,,Donghyun,Kim Donghyun,김동현,동현,1989-02-12,Boyfriend,South Korea,,178,60,Seoul,,,M,,,
366,,Hyunseong,Shim Hyunseong,심현성,현성,1993-06-09,Boyfriend,South Korea,,178,58,Yeongcheon,,,M,,,
367,,Jeongmin,Lee Jeongmin,이정민,정민,1994-02-01,Boyfriend,South Korea,,173,60,Suwon,,,M,,,
368,,Youngmin,Jo Youngmin,조영민,영민,1995-04-24,Boyfriend,South Korea,,180,0,Anyang,,,M,,,
369,,Kwangmin,Jo Kwangmin,조광민,광민,1995-04-24,Boyfriend,South Korea,,180,0,Anyang,,,M,,,
370,,Minwoo,No Minwoo,노민우,민우,1995-07-31,Boyfriend,South Korea,,174,60,Anyang,,,M,,,
371,,Seyoung,Lee Seyoung,이세영,세영,1990-02-08,CROSS GENE,South Korea,,180,60,Busan,,,M,,,
372,,Casper,Chu Xiaoxiang,저효상,캐스퍼,1991-03-20,CROSS GENE,China,,176,66,Shanghai,,,M,,,
373,,Shin,Shin Wonho,신원호,신,1991-10-23,CROSS GENE,South Korea,,185,66,Seoul,,,M,,,
374,,Takuya,Terada Takuya,테라다 타쿠야,타쿠야,1992-03-18,CROSS GENE,Japan,,187,68,Moriya,,,M,,,
375,,Sangmin,Kim Sangmin,김상민,상민,1992-07-07,CROSS GENE,South Korea,,178,67,Jinju,,,M,,,
376,,Yongseok,Kim Yongseok,김용석,용석,1993-01-08,CROSS GENE,South Korea,,176,64,Seoul,,,M,,,
377,Profile,J.seph,Kim Taehyung,김태형,제이셉,1992-06-21,KARD,South Korea,USA,0,0,,,,M,,,
378,Profile,BM,Matthew Kim,매튜김,비엠,1992-10-20,KARD,South Korea,,0,0,,,,M,,,
379,Profile,Somin,Jeon Somin,전소민,소민,1996-08-22,KARD,South Korea,,0,0,Seoul,,April,F,,,
380,Profile,Jiwoo,Jeon Jiwoo,전지우,지우,1996-10-04,KARD,South Korea,,0,0,,,,F,,,
381,Profile,Youngji,Hur Youngji,허영지,영지,1994-08-30,,South Korea,,0,0,Goyang,,KARA,F,,,
382,,Gyuri,Park Gyuri,박규리,규리,1988-05-21,KARA,South Korea,,0,0,Seoul,,,F,,,
383,,Seungyeon,Han Seungyeon,한승연,승연,1988-07-24,KARA,South Korea,,0,0,Seoul,,,F,,,
384,,Hara†,Koo Hara,구하라,하라,1991-01-13,KARA,South Korea,,0,0,Gwangju,,,F,,,
385,,Nicole,Nicole Jung,정니콜,니콜,1991-10-07,,South Korea,USA,0,0,Los Angeles,,KARA,F,,,
386,,Jiyoung,Kang Jiyoung,강지영,지영,1994-01-18,,South Korea,,0,0,Paju,,KARA,F,,,
387,Profile,Jinho,Jo Jinho,조진호,조진호,1992-04-17,PENTAGON,South Korea,,0,0,,,,M,,,
388,Profile,Hui,Lee Hwitaek,이회택,후이,1993-08-28,PENTAGON,South Korea,,0,0,,,,M,Leader,,
389,Profile,Hongseok,Yang Hongseok,양홍석,홍석,1994-04-17,PENTAGON,South Korea,,0,0,,,,M,,,
390,Profile,E'Dawn,Kim Hyojong,김효종,이던,1994-06-01,,South Korea,,0,0,,,PENTAGON,M,,,
391,Profile,Shinwon,Go Shinwon,고신원,신원,1995-12-11,PENTAGON,South Korea,,0,0,,,,M,,,
392,Profile,Yeo One,Yeon Changgu,여창구,여원,1996-03-27,PENTAGON,South Korea,,0,0,,,,M,,,
393,Profile,Yan An,Yan An,옌안,옌안,1996-10-25,PENTAGON,China,,0,0,Shanghai,,,M,,,
394,Profile,Yuto,Adachi Yuto,아다치 유토,유토,1998-01-23,PENTAGON,Japan,,0,0,,,,M,,,
395,Profile,Kino,Kang Hyungku,강형구,키노,1998-01-27,PENTAGON,South Korea,,0,0,,,,M,,,
396,Profile,Wooseok,Jeong Wooseok,정우석,우석,1998-01-31,PENTAGON,South Korea,,0,0,,,,M,,,
397,Profile,Moonhee,Choi Moonhee,최문희,문희,1997-04-15,Bonus Baby,South Korea,,167,0,,,MyB,F,,,
398,Profile,Hayoon,Jung Hayoon,정하윤,하윤,1998-11-21,Bonus Baby,South Korea,,163,0,,,MyB,F,,,
399,,Chaehyun,Kim Chaehyun,김채현,채현,1999-11-29,Bonus Baby,South Korea,,163,0,,,,F,,,
400,,Dayun,Kim Dayun,김다윤,다윤,2000-11-20,Bonus Baby,South Korea,,164,0,,,,F,,,
401,,Gaon,Beom Gaon,범가온,가온,2001-03-09,Bonus Baby,South Korea,,163,0,,,,F,,,
402,,Kongyoo,Kong Yoojin,공유진,공유,2001-05-11,Bonus Baby,South Korea,,163,0,,,,F,,,
403,Profile,Chaekyung,Yoon Chaekyung,윤채경,채경,1996-07-07,APRIL,South Korea,,160,45,Incheon,"C.I.V.A, I.B.I",Puretty,F,,,
404,Profile,Rachel,Sung Nayeon,성나연,레이첼,2000-08-28,APRIL,South Korea,USA,0,0,,,,F,,,
405,,Sohee,Kim Sohee,소희,김소희,1995-01-20,Nature,South Korea,,162,41,Busan,C.I.V.A,I.B.I,F,,,
406,,Lee Haein,Lee Haein,이해인,이해인,1992-07-04,I.B.I,South Korea,,165,49,Changwon,,,F,,,
407,,Lee Suhyun,Lee Suhyun,이수현,이수현,1996-11-05,I.B.I,South Korea,,167,50,Ansan,,,F,,,
408,,Han Hyeri,Han Hyeri,한혜리,한혜리,1997-08-24,I.B.I,South Korea,,159,42,Gwangmyeong,,,F,,soh_eee,
409,Profile,Hyosung,Jun Hyoseong,전효성,효성,1989-10-13,SECRET,South Korea,,0,0,Cheongju,,,F,,secrettimehs,
410,Profile,Hana,Jung Hana,정하나,하나,1990-02-02,SECRET,South Korea,,0,0,Uljeongbu,,,F,,,supahana
411,Profile,Jieun,Song Jieun,송지은,지은,1990-05-05,SECRET,South Korea,,0,0,Seoul,,,F,,secret_jieunssong,
412,Profile,Sunhwa,Han Sunhwa,한선화,선화,1990-10-06,,South Korea,,0,0,Busan,,SECRET,F,,shh_daily,
413,,Heeyu,Choi Heejae,최희재,희유,1995-06-30,MIXX,South Korea,,159,0,,,,F,,,
414,,Mia,Son Hyunmi,손현미,미아,1997-12-31,MIXX,South Korea,,174,0,,,,F,,,
415,Profile,Heejin,Jeon Heejin,전희진,희진,2000-10-19,LOONA,South Korea,,0,0,Seongnam,Loona 1/3,,F,,,
416,Profile,Hyunjin,Kim Hyunjin,김현진,현진,2000-11-15,LOONA,South Korea,,0,0,Jeonju,Loona 1/3,,F,,,
417,Profile,Haseul,Jo Haseul,조하슬,하슬,1997-08-18,LOONA,South Korea,,0,0,Ansan,Loona 1/3,,F,,,
418,Profile,Yeojin,Im Yeojin,임여진,여진,2002-11-11,LOONA,South Korea,,0,0,Guro,Loona 1/3,,F,,,
419,Profile,Handong,Han Dong,한동,한동,1996-03-26,Dreamcatcher,China,,0,0,Wuhan,,,F,,,
420,Profile,Gahyeon,Lee Gahyeon,이가현,가현,1999-02-03,Dreamcatcher,South Korea,,0,0,Seongnam,,,F,,,
421,Profile,Nayoung,Im Nayoung,임나영,나영,1995-12-18,Pristin,South Korea,,171,51,Chungcheongham,"I.O.I, Pristin V",,F,,,
422,Profile,Roa,Kim Minkyung,김민경,로아,1997-07-29,Hinapia,South Korea,,172,49,,Pristin V,Pristin,F,,,
423,Profile,Yuha,Kang Kyungwon,강경원,유하,1997-11-05,Hinapia,South Korea,,170,50,,,Pristin,F,,,
424,Profile,Eunwoo,Jeong Eunwoo,정은우,은우,1998-07-01,Hinapia,South Korea,,167,48,,Pristin V,Pristin,F,,,
425,Profile,Rena,Kang Yebin,강예빈,레나,1998-10-19,Hinapia,South Korea,,162,49,,Pristin V,Pristin,F,,,
426,Profile,Kyulkyung,Zhou Jieqiong,저우제충,결경,1998-12-16,Pristin,China,,167,49,Taizhou,"I.O.I, Pristin V",,F,,,
427,Profile,Yehana,Kim Yewon,김예원,예하나,1999-02-22,Pristin,South Korea,,0,0,Ilsan,,,F,,,
